Testing
Get agent
model parameters: 
4056849
Setup GPU mode
Testing loop
         28797622 function calls (26579340 primitive calls) in 100.828 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 blas.py:202(<module>)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:8(<module>)
     24/4    0.000    0.000    0.000    0.000 pyparsing.py:4031(streamline)
       37    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
     20/6    0.000    0.000    0.000    0.000 pyparsing.py:4460(parseImpl)
      231    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     33/5    0.000    0.000    0.000    0.000 pyparsing.py:3928(streamline)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
      165    0.000    0.000    0.000    0.000 _dtype.py:307(_name_includes_bit_suffix)
       34    0.000    0.000    0.000    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
       28    0.000    0.000    0.000    0.000 scanner.py:1270(scan_plain)
       35    0.000    0.000    0.000    0.000 parser.py:273(parse_node)
       30    0.000    0.000    0.000    0.000 typing.py:638(copy_with)
        1    0.000    0.000    0.000    0.000 mock.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _sspndg.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _decomposition.py:1(<module>)
      260    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       63    0.000    0.000    0.000    0.000 colors.py:848(<dictcomp>)
       83    0.000    0.000    0.000    0.000 re.py:187(sub)
       38    0.000    0.000    0.000    0.000 typing.py:1202(_alias)
        4    0.000    0.000    0.000    0.000 pyplot.py:794(close)
        1    0.000    0.000    0.000    0.000 interpolative.py:383(<module>)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cross)
       56    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
      385    0.000    0.000    0.000    0.000 _util.py:327(<genexpr>)
        1    0.000    0.000    0.000    0.000 extrema.py:11(<module>)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:79(destroy_all)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:408(FileMovieWriter)
        1    0.000    0.000    0.000    0.000 bz2.py:5(<module>)
      131    0.000    0.000    0.000    0.000 functoolz.py:195(__init__)
       10    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 _shortcut.py:6(<module>)
     2280    0.000    0.000    0.000    0.000 fromnumeric.py:995(_argsort_dispatcher)
      701    0.000    0.000    0.000    0.000 _signatures.py:598(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method gc.collect}
        1    0.000    0.000    0.000    0.000 bdf.py:1(<module>)
      461    0.000    0.000    0.000    0.000 reader.py:99(forward)
      170    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 uuid.py:45(<module>)
  259/219    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:23(<module>)
       82    0.000    0.000    0.000    0.000 __init__.py:1873(make_alias)
        8    0.000    0.000    0.000    0.000 numeric.py:1452(cross)
       14    0.000    0.000    0.000    0.000 __init__.py:2089(_warn_external)
      134    0.000    0.000    0.000    0.000 typing.py:113(_type_check)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:127(<module>)
     1004    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C._TensorBase' objects}
      257    0.000    0.000    0.000    0.000 npyio.py:1028(split_line)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:24(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:1872(get_plot_commands)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
       20    0.000    0.000    0.000    0.000 string.py:107(substitute)
        1    0.000    0.000    0.000    0.000 observer.py:1(<module>)
       19    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 exp_family.py:1(<module>)
      558    0.000    0.000    0.000    0.000 functoolz.py:867(<genexpr>)
        1    0.000    0.000    0.000    0.000 _regionprops.py:972(<dictcomp>)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4442(__init__)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
       19    0.000    0.000    0.000    0.000 path.py:98(__init__)
        1    0.000    0.000    0.000    0.000 case.py:1426(_SubTest)
        1    0.000    0.000    0.000    0.000 _tensor_docs.py:1(<module>)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
      140    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
  108/107    0.000    0.000    0.000    0.000 __init__.py:235(wrapper)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:326(<listcomp>)
       88    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
      572    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:1115(glob)
       16    0.000    0.000    0.000    0.000 typing.py:749(__getitem__)
  512/256    0.000    0.000    0.000    0.000 npyio.py:1011(pack_items)
   160/41    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 replicate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       81    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 module.py:1(<module>)
     4605    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 draw.py:1(<module>)
     2209    0.000    0.000    0.000    0.000 enum.py:633(value)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:5(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:340(validate_color_or_inherit)
        6    0.000    0.000    0.000    0.000 deprecation.py:56(warn_deprecated)
      169    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 gumbel.py:13(Gumbel)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
        1    0.000    0.000    0.000    0.000 worker.py:5(<module>)
        1    0.000    0.000    0.000    0.000 syncdetect.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
      624    0.000    0.000    0.000    0.000 inspect.py:1995(parse_name)
      282    0.000    0.000    0.000    0.000 function_base.py:437(_add_docstring)
        2    0.000    0.000    0.000    0.000 profiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2479(__init__)
   160/41    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 scatter_gather.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:180(_subs_tvars)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 haar.py:2(<module>)
      456    0.000    0.000    0.000    0.000 scanner.py:145(need_more_tokens)
       65    0.000    0.000    0.000    0.000 cloudpickle.py:169(_is_importable)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _flood_fill.py:5(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
     4239    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 non_local_means.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:119(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:389(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 art3d.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _stats_mstats_common.py:1(<module>)
     1557    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     1024    0.000    0.000    0.000    0.000 npyio.py:773(<lambda>)
      733    0.000    0.000    0.000    0.000 typing.py:595(_is_dunder)
      135    0.000    0.000    0.000    0.000 pyplot.py:1885(<genexpr>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colorlabel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 system.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
     1211    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      493    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
       21    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
       27    0.000    0.000    0.000    0.000 enum.py:130(__prepare__)
       10    0.000    0.000    0.000    0.000 typing.py:765(__getitem_inner__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2249(any)
        1    0.000    0.000    0.000    0.000 _upfirdn.py:34(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:145(MarkerStyle)
      188    0.000    0.000    0.000    0.000 colors.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 artist.py:1236(ArtistInspector)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
       87    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
      358    0.000    0.000    0.000    0.000 _util.py:317(<listcomp>)
      869    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 _kernels.py:63(<module>)
      337    0.000    0.000    0.000    0.000 _tensor_docs.py:8(add_docstr_all)
        1    0.000    0.000    0.000    0.000 _percentile.py:23(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:54(<module>)
       13    0.000    0.000    0.000    0.000 deprecation.py:277(_rename_parameter)
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 config.py:405(refresh)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
      358    0.000    0.000    0.000    0.000 _util.py:338(<dictcomp>)
        1    0.000    0.000    0.000    0.000 config.py:376(collect)
        1    0.000    0.000    0.000    0.000 reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
       82    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
      616    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
       65    0.000    0.000    0.000    0.000 cloudpickle.py:189(_lookup_module_and_qualname)
        1    0.000    0.000    0.000    0.000 _find_contours.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _swt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1(<module>)
       29    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 censure.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1114(__iter__)
     1519    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.FloatStorageBase' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1101(_recalculate)
        1    0.000    0.000    0.000    0.000 hough_transform.py:1(<module>)
     1352    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 parameterized.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:1(<module>)
      107    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
      358    0.000    0.000    0.000    0.000 _util.py:322(<listcomp>)
      358    0.000    0.000    0.000    0.000 _util.py:332(<listcomp>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       21    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
      229    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 re.py:227(finditer)
        1    0.000    0.000    0.000    0.000 attr.py:1(<module>)
